iShares Core S&P Total U.S. Stock Market ETF
Fund Holdings as of,"Apr 29, 2020"
Inception Date,"Jan 20, 2004"
Shares Outstanding,"366,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"ARDS","ARIDIS PHARMACEUTICALS INC","Equity","0.00","5.88","4,883.00","28,712.04","28,712.04","Health Care","BD49J40","US0403341045","NASDAQ"
"NWFL","NORWOOD FINANCIAL CORP","Equity","0.00","25.71","1,117.00","28,718.07","28,718.07","Financials","2549233","US6695491075","NASDAQ"
"STCN","STEEL CONNECT INC","Equity","0.00","0.80","36,633.00","29,291.75","29,291.75","Information Technology","BDT7F41","US8580981061","NASDAQ"
"AGTC","APPLIED GENETIC TECHNOLOGIES CORP","Equity","0.00","3.86","7,601.00","29,339.86","29,339.86","Health Care","BKRVPJ9","US03820J1007","NASDAQ"
"MEC","MAYVILLE ENGINEERING COMPANY INC","Equity","0.00","5.50","5,343.00","29,386.50","29,386.50","Industrials","BJLD0Y4","US5786051079","New York Stock Exchange Inc."
"NHTC","NATURAL HEALTH TRENDS CORP","Equity","0.00","4.21","7,051.00","29,684.71","29,684.71","Consumer Staples","2490847","US63888P4063","NASDAQ"
"ZVO","ZOVIO INC","Equity","0.00","2.05","14,515.00","29,755.75","29,755.75","Consumer Discretionary","BHL1D34","US98979V1026","NASDAQ"
"ALDX","ALDEYRA THERAPEUTICS INC","Equity","0.00","3.31","8,990.00","29,756.90","29,756.90","Health Care","BLD36T3","US01438T1060","NASDAQ"
"BASI","BIOANALYTICAL SYSTEMS INC","Equity","0.00","4.50","6,644.00","29,898.00","29,898.00","Health Care","2128740","US09058M1036","NASDAQ"
"RMCF","ROCKY MOUNTAIN CHOCOLATE FACTORY I","Equity","0.00","4.62","6,489.00","29,979.18","29,979.18","Consumer Staples","BW53GL0","US77467X1019","NASDAQ"
"CBL","CBL AND ASSOCIATES PROPERTIES REIT","Equity","0.00","0.32","79,834.00","25,419.15","25,419.15","Real Estate","2167475","US1248301004","New York Stock Exchange Inc."
"AKRX","AKORN INC","Equity","0.00","0.24","107,743.00","25,858.32","25,858.32","Health Care","2012100","US0097281069","NASDAQ"
"XELA","EXELA TECHNOLOGIES INC","Equity","0.00","0.22","119,880.00","26,745.23","26,745.23","Information Technology","BF42H05","US30162V1026","NASDAQ"
"RLH","RED LION HOTELS CORP","Equity","0.00","1.70","14,899.00","25,328.30","25,328.30","Consumer Discretionary","2232737","US7567641060","New York Stock Exchange Inc."
"CFFI","C AND F FINANCIAL CORP","Equity","0.00","36.05","704.00","25,379.20","25,379.20","Financials","2494515","US12466Q1040","NASDAQ"
"HPR","HIGHPOINT RESOURCES CORP","Equity","0.00","0.27","95,655.00","25,788.59","25,788.59","Energy","BDF0CY3","US43114K1088","New York Stock Exchange Inc."
"AUBN","AUBURN NATIONAL BANCORPORATION INC","Equity","0.00","43.69","595.00","25,995.55","25,995.55","Financials","2647256","US0504731078","NASDAQ"
"GRIF","GRIFFIN INDUSTRIAL REALTY INC","Equity","0.00","40.55","642.00","26,033.10","26,033.10","Real Estate","2023931","US3982311009","NASDAQ"
"WYY","WIDEPOINT CORP","Equity","0.00","0.44","59,492.00","26,235.97","26,235.97","Information Technology","2662754","US9675901006","Nyse Mkt Llc"
"CSSE","CHICKEN SOUP FOR THE SOUL ENTERTAI","Equity","0.00","8.77","3,008.00","26,380.16","26,380.16","Communication","BF0QTY9","US16842Q1004","NASDAQ"
"SELF","GLOBAL SELF STORAGE INC","Equity","0.00","3.78","7,000.00","26,460.00","26,460.00","Real Estate","BD2BZQ2","US37955N1063","NASDAQ"
"FRAF","FRANKLIN FINANCIAL SERVICES CORP","Equity","0.00","30.00","883.00","26,490.00","26,490.00","Financials","B019C32","US3535251082","NASDAQ"
"TLF","TANDY LEATHER FACTORY INC","Equity","0.00","3.96","6,708.00","26,563.68","26,563.68","Consumer Discretionary","2514394","US87538X1054","NASDAQ"
"SDI","STANDARD DIVERSIFIED INC CLASS A","Equity","0.00","12.62","2,109.00","26,615.58","26,615.58","Consumer Staples","BF6Q7B6","US85336L1098","Nyse Mkt Llc"
"ISNS","IMAGE SENSING SYSTEMS INC","Equity","0.00","4.00","6,662.00","26,648.00","26,648.00","Information Technology","2535889","US45244C1045","NASDAQ"
"IDYA","IDEAYA BIOSCIENCES INC","Equity","0.00","5.89","4,556.00","26,834.84","26,834.84","Health Care","BK0VHF6","US45166A1025","NASDAQ"
"AVEO","AVEO PHARMACEUTICALS INC","Equity","0.00","5.20","5,175.00","26,910.00","26,910.00","Health Care","BKPX8S7","US0535883070","NASDAQ"
"HSDT","HELIUS MEDICAL TECHNOLOGIES INC CL","Equity","0.00","0.40","66,804.00","26,988.82","26,988.82","Health Care","BDT7314","US42328V5049","NASDAQ"
"OSMT","OSMOTICA PHARMACEUTICALS PLC","Equity","0.00","4.15","6,520.00","27,058.00","27,058.00","Health Care","BF2HDL5","IE00BF2HDL56","NASDAQ"
"AP","AMPCO PITTSBURGH CORP","Equity","0.00","3.73","7,258.00","27,072.34","27,072.34","Materials","2031688","US0320371034","New York Stock Exchange Inc."
"HCFT","HUNT COMPANIES FINANCE TRUST INC","Equity","0.00","1.99","13,606.00","27,075.94","27,075.94","Financials","BDRXY22","US44558T1007","New York Stock Exchange Inc."
"SCX","STARRETT LS CLASS A","Equity","0.00","4.09","6,662.00","27,247.58","27,247.58","Industrials","2842006","US8556681091","New York Stock Exchange Inc."
"ONVO","ORGANOVO HOLDINGS INC","Equity","0.00","0.41","66,711.00","27,358.18","27,358.18","Health Care","B7D67L3","US68620A1043","NASDAQ"
"BLCM","BELLICUM PHARMACEUTICALS INC","Equity","0.00","5.47","5,010.00","27,429.75","27,429.75","Health Care","BKT71Q4","US0794814048","NASDAQ"
"CRTX","CORTEXYME INC","Equity","0.00","46.04","596.00","27,439.84","27,439.84","Health Care","BJL3925","US22053A1079","NASDAQ"
"PRTY","PARTY CITY HOLDCO INC","Equity","0.00","0.52","43,916.00","22,968.07","22,968.07","Consumer Discretionary","BWTVWC3","US7021491052","New York Stock Exchange Inc."
"TLGT","TELIGENT INC","Equity","0.00","0.44","52,236.00","23,088.31","23,088.31","Health Care","BYVJMJ6","US87960W1045","NASDAQ"
"EYPT","EYEPOINT PHARMACEUTICALS INC","Equity","0.00","1.03","22,667.00","23,347.01","23,347.01","Health Care","BFYS4X5","US30233G1004","NASDAQ"
"BWEN","BROADWIND ENERGY INC","Equity","0.00","1.61","14,528.00","23,390.08","23,390.08","Industrials","B8N2HP2","US11161T2078","NASDAQ"
"AHC","A H BELO CORP SERIES A","Equity","0.00","1.57","14,935.00","23,447.95","23,447.95","Communication","B2NWXY1","US0012821023","New York Stock Exchange Inc."
"BSVN","BANK7 CORP","Equity","0.00","8.16","2,920.00","23,827.20","23,827.20","Financials","BFMN421","US06652N1072","NASDAQ"
"TTI","TETRA TECHNOLOGIES INC","Equity","0.00","0.33","72,957.00","23,856.94","23,856.94","Energy","2884280","US88162F1057","New York Stock Exchange Inc."
"RVP","RETRACTABLE TECHNOLOGIES INC","Equity","0.00","2.95","8,093.00","23,874.35","23,874.35","Health Care","2754888","US76129W1053","Nyse Mkt Llc"
"CVU","CPI AEROSTRUCTURES INC","Equity","0.00","3.41","7,026.00","23,958.66","23,958.66","Industrials","2431318","US1259193084","Nyse Mkt Llc"
"CVV","CVD EQUIPMENT CORP","Equity","0.00","3.65","6,590.00","24,053.50","24,053.50","Information Technology","2160991","US1266011030","NASDAQ"
"TUES","TUESDAY MORNING CORP","Equity","0.00","0.66","36,435.00","24,101.75","24,101.75","Consumer Discretionary","2411440","US8990355054","NASDAQ"
"SCPH","SCPHARMACEUTICALS INC","Equity","0.00","9.70","2,486.00","24,114.20","24,114.20","Health Care","BYX2Z16","US8106481059","NASDAQ"
"AEHR","AEHR TEST SYSTEMS","Equity","0.00","1.76","13,781.00","24,254.56","24,254.56","Information Technology","2096977","US00760J1088","NASDAQ"
"ZN","ZION OIL GAS INC","Equity","0.00","0.26","94,669.00","24,348.87","24,348.87","Energy","B1LSSB6","US9896961094","NASDAQ"
"USWS","US WELL SERVICES INC CLASS A","Equity","0.00","0.47","52,024.00","24,451.28","24,451.28","Energy","BG4T8F5","US91274U1016","NASDAQ"
"RBKB","RHINEBECK BANCORP INC","Equity","0.00","7.18","3,407.00","24,462.26","24,462.26","Financials","BHPRQX9","US7620931029","NASDAQ"
"STKS","ONE GROUP HOSPITALITY INC","Equity","0.00","1.76","13,969.00","24,585.44","24,585.44","Consumer Discretionary","BNKH4B0","US88338K1034","NASDAQ"
"BCTF","BANCORP INC","Equity","0.00","10.45","2,367.00","24,735.15","24,735.15","Financials","BDHF6Q6","US05970V1061","NASDAQ"
"GIFI","GULF ISLAND FABRICATION INC","Equity","0.00","3.04","8,224.00","25,000.96","25,000.96","Energy","2412636","US4023071024","NASDAQ"
"PYX","PYXUS INTERNATIONAL INC","Equity","0.00","2.85","7,279.00","20,745.15","20,745.15","Consumer Staples","BF7MHM4","US74737V1061","New York Stock Exchange Inc."
"DAIO","DATA I O CORP","Equity","0.00","2.90","7,031.00","20,389.90","20,389.90","Information Technology","2257398","US2376901029","NASDAQ"
"ARC","ARC DOCUMENT SOLUTIONS INC","Equity","0.00","0.69","29,632.00","20,484.60","20,484.60","Industrials","B6XSGQ0","US00191G1031","New York Stock Exchange Inc."
"BLNK","BLINK CHARGING","Equity","0.00","1.72","11,967.00","20,583.24","20,583.24","Consumer Discretionary","BYWLZL4","US09354A1007","NASDAQ"
"FFBW","FFBW INC","Equity","0.00","8.52","2,417.00","20,592.84","20,592.84","Financials","BKX9VX3","US30260M1036","NASDAQ"
"ARAV","ARAVIVE INC","Equity","0.00","12.64","1,635.00","20,666.40","20,666.40","Health Care","BGSGXX5","US03890D1081","NASDAQ"
"TCFC","COMMUNITY FINANCIAL","Equity","0.00","23.55","880.00","20,724.00","20,724.00","Financials","BFTHC55","US20368X1019","NASDAQ"
"MHLD","MAIDEN HOLDINGS LTD","Equity","0.00","1.20","17,400.00","20,880.00","20,880.00","Financials","B2RB076","BMG5753U1128","NASDAQ"
"UAMY","UNITED STATES ANTIMONY CORP","Equity","0.00","0.36","58,046.00","20,896.56","20,896.56","Materials","2910668","US9115491030","Nyse Mkt Llc"
"ALCO","ALICO INC","Equity","0.00","32.23","649.00","20,917.27","20,917.27","Consumer Staples","2016425","US0162301040","NASDAQ"
"HQI","HIREQUEST INC","Equity","0.00","6.25","3,385.00","21,156.25","21,156.25","Industrials","BKV2L01","US4335351015","NASDAQ"
"HEAR","TURTLE BEACH CORP","Equity","0.00","10.08","2,103.00","21,198.24","21,198.24","Consumer Discretionary","BF5HDT0","US9004502061","NASDAQ"
"OTTW","OTTAWA BANCORP INC","Equity","0.00","10.15","2,091.00","21,223.65","21,223.65","Financials","BDHS676","US6891951054","NASDAQ"
"PFMT","PERFORMANT FINANCIAL CORP","Equity","0.00","0.72","29,493.00","21,234.96","21,234.96","Industrials","B835PW4","US71377E1055","NASDAQ"
"KERN","AKERNA CORP","Equity","0.00","8.84","2,408.00","21,286.72","21,286.72","Industrials","BJ5G049","US00973W1027","NASDAQ"
"CHMG","CHEMUNG FINANCIAL CORP","Equity","0.00","27.72","774.00","21,455.28","21,455.28","Financials","2190921","US1640241014","NASDAQ"
"OVBC","OHIO VALLEY BANC CORP","Equity","0.00","27.60","781.00","21,555.60","21,555.60","Financials","2549136","US6777191064","NASDAQ"
"NEPH","NEPHROS INC","Equity","0.00","8.43","2,562.00","21,597.66","21,597.66","Consumer Discretionary","BJSBJM2","US6406714005","NASDAQ"
"LTRX","LANTRONIX INC","Equity","0.00","3.00","7,223.00","21,669.00","21,669.00","Information Technology","2616085","US5165482036","NASDAQ"
"KOPN","KOPIN CORP","Equity","0.00","0.44","50,623.00","22,021.01","22,021.01","Information Technology","2492412","US5006001011","NASDAQ"
"ACTG","ACACIA RESEARCH CORP","Equity","0.00","2.63","8,453.00","22,231.39","22,231.39","Industrials","2169589","US0038813079","NASDAQ"
"AEYE","AUDIOEYE INC","Equity","0.00","7.79","2,856.00","22,248.24","22,248.24","Information Technology","BD6JFC8","US0507342014","NASDAQ"
"UNB","UNION BANKSHARES INC","Equity","0.00","27.57","808.00","22,276.56","22,276.56","Financials","2031923","US9054001071","NASDAQ"
"EVBN","EVANS BANCORP INC","Equity","0.00","28.23","793.00","22,386.39","22,386.39","Financials","2552565","US29911Q2084","Nyse Mkt Llc"
"LUMO","LUMOS PHARMA INC","Equity","0.00","9.50","2,358.00","22,401.00","22,401.00","Health Care","BK945L8","US55028X1090","NASDAQ"
"INOD","INNODATA INC","Equity","0.00","1.04","21,800.00","22,672.00","22,672.00","Information Technology","2226741","US4576422053","NASDAQ"
"INTT","INTEST CORP","Equity","0.00","3.20","7,119.00","22,780.80","22,780.80","Information Technology","2019736","US4611471008","Nyse Mkt Llc"
"CDTX","CIDARA THERAPEUTICS INC","Equity","0.00","2.89","7,883.00","22,781.87","22,781.87","Health Care","BWTVW67","US1717571079","NASDAQ"
"NC","NACCO INDUSTRIES INC CLASS A","Equity","0.00","34.23","560.00","19,168.80","19,168.80","Energy","2616977","US6295791031","New York Stock Exchange Inc."
"IEA","INFRASTRUCTURE AND ENERGY ALTERNAT","Equity","0.00","2.16","8,440.00","18,230.40","18,230.40","Industrials","BD5GSZ4","US45686J1043","NASDAQ"
"UONEK","URBAN ONE INC CLASS D","Equity","0.00","0.84","22,312.00","18,697.46","18,697.46","Communication","BDVKHM0","US91705J2042","NASDAQ"
"KLXE","KLX ENERGY SERVICES HOLDINGS INC","Equity","0.00","1.16","16,437.00","19,066.92","19,066.92","Energy","BGL64M8","US48253L1061","NASDAQ"
"DOFSQ","DIAMOND OFFSHORE DRILLING INC","Equity","0.00","0.29","65,190.00","19,231.05","19,231.05","Energy","2261021","US25271C1027","Non-Nms Quotation Service (Nnqs)"
"PTE","POLARITYTE INC","Equity","0.00","1.09","16,567.00","18,058.03","18,058.03","Health Care","BZ6T674","US7310941080","NASDAQ"
"SLGG","SUPER LEAGUE GAMING INC","Equity","0.00","2.83","6,393.00","18,092.19","18,092.19","Communication","BHLNVN6","US86804F2020","NASDAQ"
"IDRA","IDERA PHARMACEUTICALS INC","Equity","0.00","2.02","8,978.00","18,135.56","18,135.56","Health Care","BFNQL28","US45168K4058","NASDAQ"
"SRAX","SRAX INC CLASS A","Equity","0.00","1.86","9,853.00","18,326.58","18,326.58","Communication","BJDS3Y8","US78472M1062","NASDAQ"
"HSON","HUDSON GLOBAL INC","Equity","0.00","9.45","1,946.00","18,389.70","18,389.70","Industrials","BK9M426","US4437872058","NASDAQ"
"LWAY","LIFEWAY FOODS INC","Equity","0.00","2.82","6,529.00","18,411.78","18,411.78","Consumer Staples","2545305","US5319141090","NASDAQ"
"EMKR","EMCORE CORP","Equity","0.00","2.73","6,754.00","18,438.42","18,438.42","Information Technology","B7LD6B9","US2908462037","NASDAQ"
"AUMN","GOLDEN MINERALS","Equity","0.00","0.25","74,134.00","18,451.95","18,451.95","Materials","B3K9319","US3811191069","Nyse Mkt Llc"
"TUSK","MAMMOTH ENERGY SERVICES INC","Equity","0.00","0.84","21,971.00","18,455.64","18,455.64","Energy","BDBFK59","US56155L1089","NASDAQ"
"CSU","CAPITAL SENIOR LIVING CORP","Equity","0.00","0.84","21,979.00","18,530.49","18,530.49","Health Care","2121772","US1404751042","New York Stock Exchange Inc."
"NTIP","NETWORK TECHNOLOGIES INC","Equity","0.00","2.27","8,182.00","18,614.05","18,614.05","Information Technology","2316200","US64121N1090","Nyse Mkt Llc"
"CFBI","COMMUNITY FIRST BANCSHARES INC","Equity","0.00","7.14","2,609.00","18,628.26","18,628.26","Financials","BD8H1P5","US20369M1045","NASDAQ"
"BBQ","BBQ HOLDINGS INC","Equity","0.00","2.51","7,459.00","18,722.09","18,722.09","Consumer Discretionary","BKTC954","US05551A1097","NASDAQ"
"SESN","SESEN BIO INC","Equity","0.00","0.55","34,047.00","18,725.85","18,725.85","Health Care","BD254C3","US8177631053","NASDAQ"
"DVD","DOVER MOTORSPORTS INC","Equity","0.00","1.30","14,422.00","18,748.60","18,748.60","Consumer Discretionary","2278418","US2601741075","New York Stock Exchange Inc."
"MHH","MASTECH DIGITAL INC","Equity","0.00","14.93","1,268.00","18,931.24","18,931.24","Industrials","B3D3125","US57633B1008","Nyse Mkt Llc"
"HYRE","HYRECAR INC","Equity","0.00","1.81","10,566.00","19,124.46","19,124.46","Consumer Discretionary","BFZNZG9","US44916T1079","NASDAQ"
"TFFP","TFF PHARMACEUTICALS INC","Equity","0.00","4.97","3,905.00","19,407.85","19,407.85","Health Care","BKTN054","US87241J1043","NASDAQ"
"GEN","GENESIS HEALTHCARE INC CLASS A","Equity","0.00","0.92","21,343.00","19,669.71","19,669.71","Health Care","BVCVMW3","US37185X1063","New York Stock Exchange Inc."
"SNGX","SOLIGENIX INC","Equity","0.00","1.48","13,294.00","19,675.12","19,675.12","Health Care","BYWY6Z4","US8342233074","NASDAQ"
"YGYI","YOUNGEVITY INTERNATIONAL INC","Equity","0.00","1.66","11,979.00","19,885.14","19,885.14","Consumer Staples","BF5LP29","US9875372065","NASDAQ"
"QUMU","QUMU CORP","Equity","0.00","2.50","7,959.00","19,897.50","19,897.50","Information Technology","BDX94W4","US7490631030","NASDAQ"
"RDVT","RED VIOLET INC","Equity","0.00","19.13","1,041.00","19,914.33","19,914.33","Industrials","BFXSFB1","US75704L1044","NASDAQ"
"VERB","VERB TECHNOLOGY COMPANY INC","Equity","0.00","1.31","15,399.00","20,172.69","20,172.69","Information Technology","BJKGJ92","US92337U1043","NASDAQ"
"SGMA","SIGMATRON INTERNATIONAL INC","Equity","0.00","3.11","6,502.00","20,221.22","20,221.22","Information Technology","2807782","US82661L1017","NASDAQ"
"PRCP","PERCEPTRON INC","Equity","0.00","2.75","7,386.00","20,311.50","20,311.50","Information Technology","2710318","US71361F1003","NASDAQ"
"GROW","US GLOBAL INVESTORS INC CLASS A","Equity","0.00","1.36","14,953.00","20,336.08","20,336.08","Financials","2703385","US9029521005","NASDAQ"
"HDSN","HUDSON TECHNOLOGIES INC","Equity","0.00","0.92","22,142.00","20,344.07","20,344.07","Industrials","2730532","US4441441098","NASDAQ"
"CFBK","CENTRAL FEDERAL CORP","Equity","0.00","11.79","1,726.00","20,349.54","20,349.54","Financials","BDTYRL3","US15346Q4001","NASDAQ"
"JVA","COFFEE HOLDING INC","Equity","0.00","2.86","7,119.00","20,360.34","20,360.34","Consumer Staples","B081VP6","US1921761052","NASDAQ"
"NWHM","NEW HOME INC","Equity","0.00","2.15","8,184.00","17,595.60","17,595.60","Consumer Discretionary","BJFSR55","US6453701079","New York Stock Exchange Inc."
"IO","ION GEOPHYSICAL CORP","Equity","0.00","2.21","7,297.00","16,126.37","16,126.37","Energy","BDC82D9","US4620442073","New York Stock Exchange Inc."
"ASNA","ASCENA RETAIL GROUP INC","Equity","0.00","1.62","10,574.00","17,129.88","17,129.88","Consumer Discretionary","BJRFS62","US04351G2003","NASDAQ"
"LBY","LIBBEY INC","Equity","0.00","1.12","15,344.00","17,185.28","17,185.28","Consumer Discretionary","2515858","US5298981086","Nyse Mkt Llc"
"KFS","KINGSWAY FINANCIAL SERVICES INC","Equity","0.00","1.75","9,811.00","17,120.19","17,120.19","Financials","BGNQ6J7","US4969042021","New York Stock Exchange Inc."
"BKSC","BANK OF SOUTH CAROLINA","Equity","0.00","16.25","960.00","15,600.00","15,600.00","Financials","2007708","US0650661020","NASDAQ"
"CTHR","CHARLES COLVARD LTD","Equity","0.00","0.72","21,838.00","15,631.64","15,631.64","Consumer Discretionary","2128029","US1597651066","NASDAQ"
"CRIS","CURIS INC","Equity","0.00","0.96","16,314.00","15,661.44","15,661.44","Health Care","BDGGJ94","US2312692005","NASDAQ"
"SBBX","SB ONE BANCORP","Equity","0.00","20.86","754.00","15,728.44","15,728.44","Financials","BFMFLB5","US78413T1034","NASDAQ"
"RNGR","RANGER ENERGY SERVICES INC","Equity","0.00","3.95","3,988.00","15,752.60","15,752.60","Energy","BF8G134","US75282U1043","New York Stock Exchange Inc."
"SANW","S&W SEED","Equity","0.00","1.93","8,246.00","15,914.78","15,914.78","Consumer Staples","B42WWK5","US7851351046","NASDAQ"
"GMO","GENERAL MOLY INC","Equity","0.00","0.20","80,440.00","15,943.21","15,943.21","Materials","B01S2H3","US3703731022","Nyse Mkt Llc"
"ACU","ACME UNITED CORP","Equity","0.00","21.60","740.00","15,984.00","15,984.00","Industrials","2006329","US0048161048","Nyse Mkt Llc"
"CTIC","CTI BIOPHARMA CORP","Equity","0.00","1.08","14,842.00","16,029.36","16,029.36","Health Care","BD8ZGH6","US12648L6011","NASDAQ"
"IGC","INDIA GLOBALIZATION CAPITAL INC","Equity","0.00","0.57","28,334.00","16,088.05","16,088.05","Industrials","B8P3GF6","US45408X3089","Nyse Mkt Llc"
"MPB","MID PENN BANCORP INC","Equity","0.00","20.50","790.00","16,195.00","16,195.00","Financials","2618348","US59540G1076","NASDAQ"
"DYAI","DYADIC INTERNATIONAL INC","Equity","0.00","5.65","2,880.00","16,272.00","16,272.00","Health Care","2375557","US26745T1016","NASDAQ"
"CDOR","CONDOR HOSPITALITY TRUST INC","Equity","0.00","3.53","4,616.00","16,294.48","16,294.48","Real Estate","BF2CWZ7","US20676Y4035","Nyse Mkt Llc"
"SOHO","SOTHERLY HOTELS REIT INC","Equity","0.00","2.05","8,019.00","16,438.95","16,438.95","Real Estate","B8G2W65","US83600C1036","NASDAQ"
"MNLO","MENLO THERAPEUTICS INC","Equity","0.00","1.82","9,065.00","16,498.30","16,498.30","Health Care","BYVWMX9","US5868581027","NASDAQ"
"HBMD","HOWARD BANCORP INC","Equity","0.00","11.79","1,401.00","16,517.79","16,517.79","Financials","B125QV2","US4424961054","NASDAQ"
"BGFV","BIG SPORTING GOODS CORP","Equity","0.00","1.28","12,929.00","16,549.12","16,549.12","Consumer Discretionary","2958646","US08915P1012","NASDAQ"
"TRVN","TREVENA INC","Equity","0.00","0.73","22,749.00","16,565.82","16,565.82","Health Care","BGDW0N7","US89532E1091","NASDAQ"
"PANL","PANGAEA LOGISTICS SOLUTIONS LTD","Equity","0.00","2.26","7,372.00","16,660.72","16,660.72","Industrials","BRGCNJ8","BMG6891L1054","NASDAQ"
"VVUS","VIVUS INC","Equity","0.00","1.32","12,790.00","16,882.80","16,882.80","Health Care","BFMP0N0","US9285513084","NASDAQ"
"GNLN","GREENLANE HOLDINGS INC CLASS A","Equity","0.00","3.16","5,350.00","16,906.00","16,906.00","Consumer Discretionary","BK11NT1","US3953301039","NASDAQ"
"CIZN","CITIZENS HOLDING","Equity","0.00","20.45","828.00","16,932.60","16,932.60","Financials","2618166","US1747151025","NASDAQ"
"CERC","CERECOR INC","Equity","0.00","2.49","6,818.00","16,976.82","16,976.82","Health Care","BYRD7L9","US15671L1098","NASDAQ"
"PFIE","PROFIRE ENERGY INC","Equity","0.00","0.76","22,667.00","17,113.58","17,113.58","Energy","B1LDY24","US74316X1019","NASDAQ"
"RNWK","REALNETWORKS INC","Equity","0.00","0.80","21,399.00","17,119.20","17,119.20","Information Technology","B6YRFT2","US75605L7082","NASDAQ"
"STRM","STREAMLINE HEALTH SOLUTIONS INC","Equity","0.00","1.10","15,575.00","17,132.50","17,132.50","Health Care","2503790","US86323X1063","NASDAQ"
"LARK","LANDMARK BANCORP INC","Equity","0.00","22.00","781.00","17,182.00","17,182.00","Financials","2620042","US51504L1070","NASDAQ"
"ICBK","COUNTY BANCORP INC","Equity","0.00","20.00","862.00","17,240.00","17,240.00","Financials","BVB39D0","US2219071089","NASDAQ"
"MRBK","MERIDIAN CORP","Equity","0.00","14.82","1,164.00","17,250.48","17,250.48","Financials","BF5R077","US58958P1049","NASDAQ"
"NTWK","NETSOL TECHNOLOGIES INC","Equity","0.00","2.33","7,415.00","17,276.95","17,276.95","Information Technology","B83R9K6","US64115A4022","NASDAQ"
"AE","ADAMS RESOURCES AND ENERGY INC","Equity","0.00","28.57","606.00","17,316.45","17,316.45","Energy","2007526","US0063513081","Nyse Mkt Llc"
"CBFV","CB FINANCIAL SERVICES INC","Equity","0.00","20.91","829.00","17,334.39","17,334.39","Financials","B032TT4","US12479G1013","NASDAQ"
"NBN","NORTHEAST BANK","Equity","0.00","16.55","1,049.00","17,360.95","17,360.95","Financials","BJXSDM6","US66405S1006","NASDAQ"
"VIRC","VIRCO MANUFACTURING CORP","Equity","0.00","2.45","7,097.00","17,387.65","17,387.65","Industrials","2929705","US9276511097","NASDAQ"
"HVBC","HV BANCORP INC","Equity","0.00","12.74","1,371.00","17,466.54","17,466.54","Financials","BD9G6Y5","US40441H1059","NASDAQ"
"RESN","RESONANT INC","Equity","0.00","2.62","6,687.00","17,519.94","17,519.94","Information Technology","BN33VS1","US76118L1026","NASDAQ"
"METC","RAMACO RESOURCES INC","Equity","0.00","2.36","7,474.00","17,638.64","17,638.64","Materials","BD81GZ2","US75134P3038","NASDAQ"
"CMT","CORE MOLDING TECHNOLOGIES INC","Equity","0.00","2.51","7,034.00","17,655.34","17,655.34","Materials","2761123","US2186831002","Nyse Mkt Llc"
"LPTH","LIGHTPATH TECHNOLOGIES INC CLASS A","Equity","0.00","2.18","8,140.00","17,745.20","17,745.20","Information Technology","2449128","US5322578056","NASDAQ"
"OCC","OPTICAL CABLE CORP","Equity","0.00","2.47","7,188.00","17,754.36","17,754.36","Information Technology","2974352","US6838272085","NASDAQ"
"PEBK","PEOPLES BANCORP OF NORTH CAROLINA","Equity","0.00","20.04","893.00","17,895.72","17,895.72","Financials","2620503","US7105771072","NASDAQ"
"FOR","FORESTAR GROUP INC","Equity","0.00","14.02","1,009.00","14,146.18","14,146.18","Real Estate","BF16ZX9","US3462321015","New York Stock Exchange Inc."
"UNT","UNIT CORP","Equity","0.00","0.32","45,612.00","14,591.28","14,591.28","Energy","2925833","US9092181091","New York Stock Exchange Inc."
"INMB","INMUNE BIO INC","Equity","0.00","5.04","2,627.00","13,253.22","13,253.22","Health Care","BJKGLW9","US45782T1051","NASDAQ"
"CLBS","CALADRIUS BIOSCIENCES INC","Equity","0.00","2.09","6,411.00","13,398.99","13,398.99","Health Care","BD9X0X3","US1280582032","NASDAQ"
"EAST","EASTSIDE DISTILLING INC","Equity","0.00","2.00","6,709.00","13,418.00","13,418.00","Consumer Staples","BD5F4C0","US2778023026","NASDAQ"
"HMNF","HMN FINANCIAL INC","Equity","0.00","15.87","848.00","13,457.76","13,457.76","Financials","2426228","US40424G1085","NASDAQ"
"MLSS","MILESTONE SCIENTIFIC INC","Equity","0.00","1.68","8,040.00","13,507.20","13,507.20","Health Care","2323352","US59935P2092","Nyse Mkt Llc"
"BCOW","1895 BANCORP OF WISCONSIN INC","Equity","0.00","8.45","1,607.00","13,579.15","13,579.15","Financials","BH42KH7","US28252W1053","NASDAQ"
"IMH","IMPAC MORTGAGE HOLDINGS INC","Equity","0.00","1.96","7,131.00","13,976.76","13,976.76","Financials","2447412","US45254P5089","Nyse Mkt Llc"
"WTT","WIRELESS TELECOM GROUP INC","Equity","0.00","0.97","14,453.00","13,995.56","13,995.56","Information Technology","2973627","US9765241081","Nyse Mkt Llc"
"ENG","ENGLOBAL CORP","Equity","0.00","1.00","13,996.00","13,996.00","13,996.00","Energy","2448330","US2933061069","NASDAQ"
"PHUN","PHUNWARE INC","Equity","0.00","0.71","19,908.00","14,086.90","14,086.90","Information Technology","BHZRYJ1","US71948P1003","NASDAQ"
